time,open,high,low,close,Volume
1579865400,46234,46372,46201,46350,966
1579872600,46350,46830,46283,46810,3767
1579879800,46811,46940,46690,46893,1896
1579887000,46888,47025,46841,46970,886
1580095800,47225,47364,47210,47235,1063
1580103000,47230,47305,47110,47185,947
1580110200,47186,47384,47148,47358,999
1580117400,47360,47595,47325,47518,1551
1580124600,47511,47525,47372,47424,1092
1580131800,47417,47500,47140,47220,2112
1580139000,47214,47390,47135,47140,1151
1580146200,47142,47145,46932,46973,903
1580182200,46923,46940,46800,46900,926
1580189400,46894,46907,46771,46781,733
1580196600,46771,46970,46641,46879,1494
1580203800,46880,46881,46766,46820,833
1580211000,46817,46839,46215,46231,2501
1580218200,46260,46313,45655,45756,3235
1580225400,45757,45840,45480,45552,2564
1580232600,45553,45625,45427,45519,1132
1580268600,45390,45514,45257,45475,1172
1580275800,45485,45569,45457,45515,1010
1580283000,45517,45624,45475,45585,905
1580290200,45586,45670,45508,45622,1029
1580297400,45614,45635,45501,45528,1030
1580304600,45522,45745,45406,45514,1904
1580311800,45522,45591,45485,45486,623
1580319000,45490,45635,45488,45631,698
1580355000,45740,45975,45740,45911,1371
1580362200,45910,46160,45850,46124,1157
1580369400,46127,46300,46103,46208,1462
1580376600,46204,46278,46191,46244,645
1580383800,46236,46434,46166,46301,1267
1580391000,46298,46654,46225,46540,2910
1580398200,46580,46966,46559,46844,2233
1580405400,46841,46964,46810,46868,931
1580441400,46520,46520,46350,46425,1166
1580448600,46426,46550,46361,46435,1104
1580455800,46433,46499,46390,46461,536
1580463000,46470,46637,46429,46539,1194
1580470200,46545,46572,46361,46419,1028
1580477400,46420,46829,46398,46820,1878
1580484600,46820,47164,46725,46986,2365
1580491800,46990,47100,46876,46886,844
1580700600,46669,46690,46412,46429,1302
1580707800,46437,46470,46225,46250,1220
1580715000,46240,46452,46215,46359,1040
1580722200,46334,46423,46320,46350,682
1580729400,46350,46397,46225,46250,785
1580736600,46249,46296,45755,45803,2073
1580743800,45803,46012,45768,45860,1415
1580751000,45858,46005,45820,46000,652
1580787000,46367,46367,45934,46002,786
1580794200,46020,46090,45836,46020,1314
1580801400,46027,46126,45860,45945,1041
1580808600,45941,46159,45885,46096,1122
1580815800,46097,46106,45856,45880,1170
1580823000,45882,45971,45606,45611,2209
1580830200,45611,45688,45450,45501,1497
1580837400,45505,45627,45460,45627,686
1580873400,45690,45850,45690,45840,1008
1580880600,45875,46016,45842,45962,1306
1580887800,45964,45990,45456,45588,1499
1580895000,45575,45600,45356,45465,1342
1580902200,45477,45750,45450,45570,1414
1580909400,45589,45809,45485,45752,1389
1580916600,45762,45795,45628,45674,941
1580923800,45670,45777,45652,45734,660
1580959800,45800,45899,45761,45875,892
1580967000,45880,46021,45792,45930,1245
1580974200,45931,46070,45870,46031,880
1580981400,46033,46233,45993,46159,1436
1580988600,46165,46170,46020,46100,1172
1580995800,46095,46328,46068,46109,1758
1581003000,46119,46234,45989,46206,1192
1581010200,46206,46258,46181,46225,525
1581046200,46200,46260,46105,46174,935
1581053400,46180,46210,46033,46175,959
1581060600,46175,46299,46165,46259,1036
1581067800,46270,46375,46204,46213,1107
1581075000,46218,46280,46058,46058,1087
1581082200,45952,46395,45940,46130,2098
1581089400,46132,46156,45870,46027,1375
1581096600,46026,46155,46026,46130,737
1581305400,46097,46120,46000,46088,834
1581312600,46088,46140,46001,46108,858
1581319800,46100,46319,46034,46227,1171
1581327000,46241,46282,46200,46220,473
1581334200,46217,46250,46150,46223,779
1581341400,46220,46297,46045,46175,1407
1581348600,46182,46250,46150,46210,775
1581355800,46204,46319,46186,46201,709
1581391800,46073,46078,46012,46053,672
1581399000,46056,46141,46000,46120,1004
1581406200,46125,46170,45950,46043,996
1581413400,46025,46075,45970,46019,947
1581420600,46011,46068,45914,46031,1034
1581427800,46027,46050,45780,45828,1442
1581435000,45821,45861,45621,45679,1506
1581442200,45683,45760,45610,45754,802
1581478200,45693,45695,45615,45620,680
1581485400,45620,45622,45470,45548,1064
1581492600,45550,45600,45406,45567,1093
1581499800,45561,45699,45557,45645,1242
1581507000,45645,45650,45544,45609,953
1581514200,45606,45617,45416,45488,1448
1581521400,45495,45655,45481,45521,1301
1581528600,45522,45555,45476,45514,785
1581564600,45590,45843,45590,45809,1268
1581571800,45811,45930,45811,45838,904
1581579000,45838,45940,45780,45871,759
1581586200,45875,45906,45832,45866,557
1581593400,45866,45879,45701,45744,1192
1581600600,45756,45995,45738,45933,2313
1581607800,45930,45969,45775,45799,1047
1581615000,45799,45840,45765,45816,690
1581651000,45819,45895,45740,45879,1205
1581658200,45875,45974,45870,45890,885
1581665400,45890,45985,45876,45971,800
1581672600,45975,46025,45920,45941,800
1581679800,45942,46070,45930,46030,735
1581687000,46060,46258,46054,46185,1814
1581694200,46185,46289,46158,46236,923
1581701400,46221,46255,46192,46225,779
1581910200,46380,46410,46308,46367,1001
1581917400,46360,46440,46360,46398,634
1581924600,46398,46419,46064,46210,1615
1581931800,46208,46220,46021,46133,801
1581939000,46135,46217,46101,46205,671
1581946200,46202,46249,46136,46187,854
1581953400,46192,46197,46125,46172,436
1581960600,46172,46172,46084,46119,604
1581996600,46450,46484,46366,46391,1332
1582003800,46388,46438,46282,46410,1039
1582011000,46401,46549,46400,46501,1296
1582018200,46506,46506,46419,46475,837
1582025400,46479,46670,46462,46640,1137
1582032600,46630,46935,46597,46928,2501
1582039800,46931,47330,46815,47244,2469
1582047000,47251,47319,47188,47210,768
1582083000,47381,47485,47285,47446,1535
1582090200,47445,47639,47445,47500,1693
1582097400,47500,47710,47450,47605,1353
1582104600,47600,47689,47570,47629,1001
1582111800,47628,47677,47486,47630,1393
1582119000,47582,47636,47244,47453,2356
1582126200,47450,47507,47276,47493,1155
1582133400,47490,47610,47460,47600,866
1582169400,47700,47980,47700,47795,1271
1582176600,47790,47855,47455,47512,1805
1582183800,47514,47629,47386,47520,1341
1582191000,47520,47580,47404,47580,1036
1582198200,47583,47860,47572,47798,2210
1582205400,47795,47925,47562,47879,2271
1582212600,47877,48309,47687,47990,2292
1582219800,47985,48010,47851,47921,876
1582284600,48300,48574,48231,48410,2557
1582291800,48409,48589,48130,48380,2853
1582299000,48380,48482,48170,48327,1667
1582306200,48329,48346,48290,48290,326
1582515000,48607,48686,48520,48600,1447
1582522200,48597,48788,48535,48707,1634
1582529400,48700,49161,48622,49150,2244
1582536600,49166,49234,48881,49062,2086
1582543800,49053,49113,48804,48835,1643
1582551000,48840,49199,48821,48984,2272
1582558200,48990,49228,48930,49189,1557
1582565400,49191,49516,49112,49436,1253
1582601400,48666,48800,48334,48380,1865
1582608600,48370,48381,47615,47850,2789
1582615800,47840,48163,47776,48091,1810
1582623000,48083,48140,47935,47987,1190
1582630200,47990,48015,47786,47932,1521
1582637400,47920,47955,47655,47942,1861
1582644600,47942,48013,47402,47473,2324
1582651800,47471,47608,47351,47601,983
1582687800,46550,47233,46550,47230,1614
1582695000,47231,47265,47004,47100,1174
1582702200,47100,47379,46922,47269,1735
1582709400,47270,47293,47038,47145,1207
1582716600,47145,47149,46753,46765,1612
1582723800,46771,46800,46348,46628,2608
1582731000,46611,46742,46500,46663,1279
1582738200,46635,46638,46534,46598,606
1582774200,46899,47140,46826,46951,1600
1582781400,46971,47150,46860,46912,1435
1582788600,46909,47081,46850,46873,959
1582795800,46876,46990,46840,46890,746
1582803000,46899,47184,46899,47037,1102
1582810200,47037,47079,46721,46843,1539
1582817400,46843,46974,46151,46230,1844
1582824600,46200,46268,46064,46108,689
1582860600,46529,46529,46205,46439,1526
1582867800,46437,46437,45200,45577,2818
1582875000,45597,46121,45550,45801,1560
1582882200,45825,45970,45765,45843,833
1582889400,45843,45900,45430,45804,1635
1582896600,45807,45920,44813,45060,3058
1582903800,45060,45088,44550,44786,2436
1582911000,44798,44833,43957,44066,1142
1583119800,45200,45347,45042,45239,1692
1583127000,45254,45440,45113,45188,1369
1583134200,45184,45383,44962,45260,1503
1583141400,45265,45394,45210,45261,1199
1583148600,45279,45363,44828,44900,2208
1583155800,44904,45070,44765,44858,1710
1583163000,44877,45165,44820,44985,1187
1583170200,45003,45130,44869,44900,738
1583206200,45177,45415,45177,45353,1231
1583213400,45344,45381,45075,45240,1127
1583220600,45235,45385,45184,45212,1144
1583227800,45215,45566,45215,45560,1393
1583235000,45560,45560,45382,45412,1179
1583242200,45412,46287,45355,46183,2313
1583249400,46189,46850,46067,46367,2978
1583256600,46370,46470,46220,46290,724
1583292600,46346,46879,46225,46820,1727
1583299800,46840,46890,46438,46570,1395
1583307000,46576,46664,46389,46590,902
1583314200,46599,46710,46469,46536,863
1583321400,46510,46647,46411,46444,1041
1583328600,46440,46543,46315,46342,1622
1583335800,46340,46619,46303,46610,971
1583343000,46612,46719,46600,46673,765
1583379000,46563,46623,46395,46433,811
1583386200,46440,46504,46315,46368,1045
1583393400,46360,46450,46260,46430,785
1583400600,46429,46568,46354,46493,792
1583407800,46490,47038,46435,46900,1581
1583415000,46907,46960,46653,46801,1589
1583422200,46827,47148,46809,47085,1391
1583429400,47079,47431,47079,47337,902
1583465400,47300,47416,47125,47300,1164
1583472600,47270,47314,46929,46999,1424
1583479800,47009,47193,46940,47106,1026
1583487000,47105,47662,47081,47527,1910
1583494200,47517,47870,47450,47618,1846
1583501400,47624,47665,46462,46661,2943
1583508600,46675,46990,46571,46955,1903
1583515800,46950,47170,46800,47170,546
1583724600,47041,47077,45500,46065,2282
1583731800,46080,46100,45200,45972,2111
1583739000,45950,46394,45705,46036,1992
1583746200,46020,46460,45579,46279,1658
1583753400,46282,46384,45810,46163,1738
1583760600,46211,46288,45841,46164,1536
1583767800,46165,46825,46130,46790,1415
1583775000,46781,46879,46580,46650,537
1583839800,46678,46790,46271,46318,1611
1583847000,46317,46330,45902,45993,1818
1583854200,45993,46124,45847,46115,861
1583861400,46100,46157,46066,46132,374
1583897400,46155,46552,46155,46420,894
1583904600,46450,46505,46096,46186,1046
1583911800,46180,46180,46020,46059,804
1583919000,46058,46326,46043,46274,1065
1583926200,46279,46320,45930,46013,1333
1583933400,46030,46168,45803,45902,1303
1583940600,45910,45977,45719,45766,827
1583947800,45790,45889,45744,45855,435
1583983800,45556,45556,45150,45277,1075
1583991000,45274,45690,45220,45622,1141
1583998200,45625,45846,45586,45635,1098
1584005400,45645,45720,45524,45616,1042
1584012600,45617,45630,44019,44261,2866
1584019800,44227,44259,43672,43687,2506
1584027000,43695,44659,42917,44169,3612
1584034200,44190,44275,43970,44200,507
1584070200,43280,43379,42735,43220,1856
1584077400,43239,43542,42791,42832,1597
1584084600,42825,43361,42775,43135,1251
1584091800,43102,43436,43064,43289,956
1584099000,43291,43327,42800,43078,1629
1584106200,43120,43135,41811,42052,3601
1584113400,42079,42100,40430,40474,3868
1584120600,40475,40582,40400,40460,740
1584329400,40962,41099,40497,40521,1710
1584336600,40550,40612,39401,39401,1628
1584343800,39387,39589,38058,38058,3196
1584351000,38058,38058,35629,35629,4221
1584358200,35629,35988,33756,35779,4507
1584365400,35765,37260,34737,37245,4545
1584372600,37254,37266,35819,35826,3366
1584379800,35850,36488,35850,36300,684
1584415800,36057,36428,35766,35807,1768
1584423000,35803,36000,35236,35470,2349
1584430200,35470,35789,34550,34850,2584
1584437400,34855,34872,34300,34501,1829
1584444600,34510,35400,34420,35120,2656
1584451800,35120,36850,35120,35876,4360
1584459000,35864,36110,35145,35332,2880
1584466200,35343,35685,35214,35651,570
1584502200,35700,36486,35671,35820,1640
1584509400,35835,35835,34426,35262,2828
1584516600,35228,35279,34700,34943,1904
1584523800,34950,35601,34576,34995,1852
1584531000,34977,35576,34035,34573,3365
1584538200,34570,34921,33875,34299,2743
1584545400,34299,34501,33701,33795,2092
1584552600,33807,34225,33580,34225,682
1584588600,34572,34572,33711,34050,1551
1584595800,34060,34757,34032,34389,1891
1584603000,34380,34514,34188,34350,1067
1584610200,34337,34550,34180,34419,1057
1584617400,34462,34900,34111,34864,1442
1584624600,34881,34980,34260,34871,1885
1584631800,34841,35259,34800,35021,1216
1584639000,35050,35260,34985,35259,463
1584675000,35931,36336,35745,36175,1982
1584682200,36175,36623,35877,36540,1402
1584689400,36540,37098,36500,36620,1654
1584696600,36645,36800,36059,36200,1030
1584703800,36200,36389,35750,36060,1823
1584711000,36056,36485,35810,36006,1770
1584718200,36000,36161,35428,35695,1704
1584725400,35690,36029,35512,35800,409
1584934200,36409,36600,36094,36303,997
1584941400,36289,36427,35750,35920,1108
1584948600,35900,36201,35700,36090,791
1584955800,36108,36758,36007,36294,714
1584963000,36280,37440,36108,37050,1734
1584970200,37032,37460,36838,37285,888
1584977400,37268,37993,36959,37780,1125
1584984600,37750,38099,37717,37847,398
1585020600,38208,40186,38208,39225,1338
1585027800,39200,39397,37900,39117,1453
1585035000,39111,39833,39092,39624,890
1585042200,39630,40722,39584,39830,1897
1585049400,39810,40602,39310,40541,1685
1585056600,40500,40543,39558,40000,1611
1585063800,39965,40540,39883,40448,941
1585071000,40440,40640,40352,40640,374
1585107000,40540,41183,40540,41024,965
1585114200,40980,41597,40858,41410,856
1585121400,41410,41492,40900,41220,631
1585128600,41197,41548,40700,40890,934
1585135800,40954,41020,40422,40730,1035
1585143000,40730,41520,40663,41300,928
1585150200,41291,41870,41086,41712,836
1585157400,41702,41920,41400,41490,414
1585193400,40994,41280,40690,40935,902
1585200600,40951,41125,40550,40695,569
1585207800,40650,41168,40630,41118,708
1585215000,41104,41501,41001,41349,707
1585222200,41380,41800,41212,41651,1297
1585229400,41600,41900,41227,41492,896
1585236600,41483,41507,41002,41155,788
1585243800,41170,41410,41131,41368,303
1585279800,41346,41592,40930,41057,765
1585287000,41080,41455,41060,41343,623
1585294200,41350,41418,41026,41139,667
1585301400,41166,41320,41100,41200,485
1585308600,41220,41247,40372,41117,1455
1585315800,41122,41188,40610,40840,907
1585323000,40808,41050,40728,40854,565
1585330200,40859,41019,40794,41019,255
1585539000,40000,40000,39300,39355,828
1585546200,39371,39614,39355,39600,606
1585553400,39601,39945,39500,39842,705
1585560600,39842,39883,39640,39835,887
1585625400,40050,40210,39885,40130,687
1585632600,40140,40150,39917,40060,506
1585639800,40062,40096,39553,39575,763
1585647000,39593,39641,39365,39490,987
1585654200,39520,39520,39520,39520,1
1585711800,39599,39823,39575,39635,687
1585719000,39630,39865,39451,39789,827
1585726200,39790,40050,39541,39917,1088
1585733400,39918,39992,39804,39899,939
1585884600,40955,41241,40955,41035,871
1585891800,41035,41189,40820,41176,821
1585899000,41180,41355,40937,41200,898
1585906200,41220,41383,41142,41311,951
1586230200,42871,43610,42871,43475,1125
1586237400,43465,43987,43430,43710,1133
1586244600,43700,43740,43301,43650,1114
1586251800,43659,43677,43369,43650,1005
1586316600,42950,42950,42708,42862,794
1586323800,42886,43158,42787,43010,698
1586331000,43010,43146,42910,43122,499
1586338200,43137,43265,42970,43260,861
1586403000,43003,43065,42871,43044,630
1586410200,43061,43250,43035,43170,692
1586417400,43160,43528,43151,43450,738
1586424600,43440,43582,43370,43371,829
1586748600,43587,43917,43551,43768,890
1586755800,43758,44049,43702,43945,861
1586763000,43950,44002,43775,43847,571
1586770200,43840,43940,43674,43725,909
1586921400,44432,44584,44308,44482,994
1586928600,44496,44522,43294,43542,1626
1586935800,43560,43838,43458,43572,826
1586943000,43588,44099,43556,44076,1255
1587007800,43661,43849,43467,43790,793
1587015000,43780,44325,43640,44260,1217
1587022200,44260,44277,44102,44121,537
1587029400,44115,44329,43977,44263,1078
1587094200,43456,43651,43376,43550,1090
1587101400,43553,43583,42752,42900,1590
1587108600,42920,43055,42757,42950,737
1587115800,42950,42965,42506,42667,1210
1587353400,43133,43133,42669,42807,1125
1587360600,42812,42892,42545,42735,871
1587367800,42730,42900,42600,42793,721
1587375000,42800,42842,42631,42730,926
1587439800,42958,42958,42630,42668,1184
1587447000,42680,43120,42610,42999,939
1587454200,43000,43040,41572,41800,1594
1587461400,41800,41939,41500,41600,1783
1587526200,41800,41800,40775,41173,2139
1587533400,41180,41450,40920,41205,1063
1587540600,41220,41750,40958,41738,1238
1587547800,41738,41828,41369,41625,1314
1587555000,41640,41640,41640,41640,1
1587612600,42400,42400,42152,42290,994
1587619800,42298,42600,42201,42280,1184
1587627000,42300,42837,42291,42647,896
1587634200,42635,42842,42510,42635,958
1587641400,42615,42664,42326,42366,1191
1587648600,42379,42600,42360,42425,872
1587655800,42393,42413,41702,41802,1552
1587663000,41780,41895,41721,41770,333
1587699000,41823,42075,41809,41970,939
1587706200,41970,42380,41900,42242,1095
1587713400,42225,42297,41977,42266,963
1587720600,42240,42270,42053,42224,859
1587727800,42210,42239,42052,42158,881
1587735000,42160,42225,41390,41534,1956
1587742200,41541,41930,41401,41891,1294
1587749400,41891,42249,41882,42249,461
1587958200,42228,42488,42228,42287,1068
1587965400,42300,42350,41925,42154,1353
1587972600,42153,42320,42090,42215,877
1587979800,42215,42215,41881,42009,1187
1587987000,42029,42050,41780,41953,1086
1587994200,41965,41987,41652,41890,1405
1588001400,41888,41950,41753,41880,575
1588008600,41870,42030,41866,41900,558
1588044600,41565,41700,41450,41590,1091
1588051800,41560,41578,41320,41337,958
1588059000,41350,41690,41275,41535,643
1588066200,41530,41660,41435,41524,737
1588073400,41505,41800,41480,41663,881
1588080600,41650,41660,41150,41423,1132
1588087800,41410,41628,41370,41573,613
1588095000,41602,41820,41582,41670,410
1588131000,42486,42688,42486,42670,760
1588138200,42661,42699,42430,42610,738
1588145400,42615,42680,42508,42607,602
1588152600,42603,42657,42502,42606,538
1588159800,42614,42840,42600,42680,1305
1588167000,42680,42761,42437,42560,1093
1588174200,42560,42599,42203,42277,1021
1588181400,42271,42455,42271,42400,345
1588217400,42695,42695,42500,42540,742
1588224600,42540,43067,42520,43030,1333
1588231800,43030,43280,42890,43095,1160
1588239000,43084,43084,42722,42820,921
1588246200,42830,42918,41029,41844,2559
1588253400,41854,42123,41803,42020,1307
1588260600,42015,42055,41001,41404,2214
1588267800,41412,41457,41335,41420,448
1588332600,41522,41609,41254,41400,1671
1588339800,41400,41775,41160,41630,1940
1588347000,41650,41763,41428,41475,1347
1588354200,41490,41709,41481,41709,451
1588563000,41728,41728,41501,41570,664
1588570200,41574,41822,41450,41740,887
1588577400,41745,41815,41657,41700,523
1588584600,41720,41905,41651,41767,885
1588591800,41766,41950,41281,41411,1769
1588599000,41367,41450,41180,41347,1221
1588606200,41340,41428,41101,41174,816
1588613400,41153,41322,41153,41322,423
1588649400,41244,41244,41052,41113,764
1588656600,41128,41192,40951,41095,722
1588663800,41086,41400,41018,41270,1023
1588671000,41248,41293,41111,41160,783
1588678200,41160,41669,41055,41599,1561
1588685400,41601,41740,41384,41526,1321
1588692600,41536,41870,41472,41835,1136
1588699800,41840,41950,41820,41915,581
1588735800,42290,42290,42036,42172,785
1588743000,42172,42375,42125,42270,917
1588750200,42290,42350,42202,42306,559
1588757400,42318,42350,42170,42180,652
1588764600,42177,42340,41718,41860,1994
1588771800,41876,41973,41760,41864,1307
1588779000,41858,41896,41685,41810,674
1588786200,41807,41900,41798,41840,477
1588822200,41840,42044,41840,42014,751
1588829400,42010,42018,41726,41848,1016
1588836600,41846,42070,41838,41961,689
1588843800,41960,42023,41908,41931,649
1588851000,41932,42222,41910,42124,1328
1588858200,42125,42395,42050,42340,1621
1588865400,42340,43169,42327,43085,2323
1588872600,43063,43188,43035,43102,492
1588908600,43133,43367,43101,43241,1177
1588915800,43252,43549,43204,43461,1167
1588923000,43465,43655,43380,43600,772
1588930200,43585,43618,43260,43290,1001
1588937400,43291,43728,42872,43076,2741
1588944600,43080,43800,43080,43450,2582
1588951800,43450,43553,43225,43315,1388
1588959000,43320,43341,43250,43317,497
1589167800,43347,43634,43347,43538,840
1589175000,43525,43587,43427,43569,589
1589182200,43563,43563,43231,43307,1064
1589189400,43300,43300,42852,43065,1626
1589196600,43053,43414,42916,43344,1825
1589203800,43351,43528,43030,43145,1678
1589211000,43145,43309,43009,43234,1011
1589218200,43249,43275,43160,43235,455
1589254200,43252,43453,43252,43379,868
1589261400,43399,43441,43152,43265,1218
1589268600,43273,43381,43208,43271,653
1589275800,43278,43346,43102,43200,1346
1589283000,43203,43211,42980,43135,1295
1589290200,43144,43340,43002,43227,1604
1589297400,43220,43236,42931,43040,1333
1589304600,43030,43100,43004,43004,475
1589340600,43015,43049,42810,42991,1128
1589347800,43000,43137,42939,42960,786
1589355000,42948,42953,42827,42894,808
1589362200,42887,43075,42850,43032,918
1589369400,43060,43399,42739,43052,2146
1589376600,43061,43260,42901,43146,1707
1589383800,43141,43154,42830,42944,1265
1589391000,42933,43004,42915,42984,485
1589427000,43177,43177,42984,43048,739
1589434200,43031,43229,43007,43194,847
1589441400,43191,43290,43190,43210,761
1589448600,43210,43323,43110,43132,1214
1589455800,43130,43246,43033,43125,1419
1589463000,43135,44089,43135,43930,3123
1589470200,43949,44247,43852,44165,1598
1589477400,44141,44191,44049,44055,530
1589513400,44499,44900,44499,44899,1229
1589520600,44890,45332,44856,45125,1671
1589527800,45145,45483,45120,45326,1108
1589535000,45313,45580,45250,45432,1351
1589542200,45435,46395,45209,46160,3494
1589549400,46160,46292,45695,46180,2247
1589556600,46180,46783,46180,46640,2273
1589563800,46640,46855,46565,46721,668
1589772600,47190,48239,47190,48208,1701
1589779800,48230,48450,48171,48356,1432
1589787000,48355,48659,48355,48465,1332
1589794200,48467,48980,48405,48880,1553
1589801400,48888,49178,46822,47517,4452
1589808600,47517,47942,47031,47319,3170
1589815800,47340,47786,47320,47731,1608
1589823000,47740,47759,47614,47700,544
1589859000,47799,47799,47367,47476,1132
1589866200,47473,47724,47340,47432,1372
1589873400,47447,47689,47425,47559,967
1589880600,47559,47852,47489,47586,1145
1589887800,47581,48478,47500,48367,2045
1589895000,48358,49000,48288,48645,2930
1589902200,48647,48918,48511,48802,1170
1589909400,48802,48940,48740,48905,561
1589945400,48970,49470,48970,49285,1320
1589952600,49285,49499,49256,49377,1286
1589959800,49398,49398,48800,49077,1903
1589967000,49070,49118,48411,48580,1728
1589974200,48600,49287,48480,48799,3053
1589981400,48799,49158,48665,49098,2083
1589988600,49102,49130,48903,49024,1061
1589995800,49028,49096,49004,49084,556
1590031800,48202,48447,48202,48425,1395
1590039000,48414,48449,48064,48280,1379
1590046200,48290,48379,47831,48043,1513
1590053400,48022,48180,47938,48095,1190
1590060600,48112,48723,48091,48490,2139
1590067800,48490,48548,47111,47400,3452
